"","appropriateness","partitioning_iterating","multiplicative_comparison","referent_units"
"448595",0.00505555555555552,0.00422222222222237,0.0126666666666666,0.0209999999999998
"510823",0.988333333333333,0.800166666666666,0.970166666666666,0.180333333333334
"689060",0.873388888888888,0.0025,0.936,0.0209999999999999
"451638",0.960944444444444,0.854555555555555,0.700333333333334,0.061388888888889
"470166",0.982222222222222,0.942,0.9915,0.533277777777776
"936159",0.288055555555555,0.584333333333333,0.696055555555556,0.339944444444447
"410333",0.448111111111111,0.470000000000001,0.00761111111111125,0.874222222222222
"495668",0.0491666666666665,0.8645,0.214722222222223,0.00166666666666668
"532372",0.00183333333333332,0.0462222222222218,0.0114444444444444,0.125
"093363",0.995222222222222,0.995111111111111,0.999444444444444,1
"729105",0.921666666666667,0.0155555555555555,0.947055555555555,0.067444444444444
"906883",0.904555555555557,0.74338888888889,0.998,0.985944444444445
"576406",0.0721666666666659,0.00111111111111106,0.675333333333333,0.0117777777777775
"009767",0.207444444444445,0.1315,0.7425,0.00655555555555539
"930774",0.247277777777777,0.998222222222222,0.998888888888889,1
"386162",0.78488888888889,0.197333333333334,0.994611111111111,0.983055555555556
"548585",0.967611111111111,0.999055555555556,0.9945,0.977
"788429",0.0474444444444445,0.00222222222222221,0.672833333333333,0.00466666666666652
"204518",0.308166666666668,0.0314444444444443,0.0100000000000002,0.920222222222223
"659498",0.731666666666666,0.0756111111111111,0.0879444444444436,0.419777777777778
"946251",0.994944444444445,0.998222222222222,1,1
"216136",0.00883333333333323,0.969166666666667,0.791333333333333,0.0251666666666665
"636338",0.911722222222221,0.999166666666667,0.999777777777778,0.999333333333333
"670685",0.00116666666666661,0.00977777777777768,0.0107777777777777,0.106888888888889
"896320",0.994722222222222,0.9925,0.999388888888889,0.999833333333333
"822403",0.896277777777779,0.0578333333333331,0.998,0.994777777777778
"696806",0.698611111111112,0.993888888888889,0.999,0.998777777777778
"449291",0.0065,0.00494444444444439,0.00694444444444436,0.561055555555556
"042281",0.46638888888889,0.0639444444444443,0.787444444444445,0.0337222222222223
"742827",0.963666666666666,0.0032222222222223,0.941555555555555,0.0793888888888895
"445806",0.969833333333333,1,0.998666666666667,1
"333625",0.948722222222222,0.00599999999999999,0.998666666666667,0.999722222222222
"497743",0.0739444444444446,0.00294444444444442,0.0194999999999999,0.249722222222223
"869189",0.11711111111111,0.0175555555555556,0.666777777777778,0.0464999999999999
"002427",0.953722222222222,0.911388888888888,0.977111111111111,0.0178333333333334
"122345",0.0916111111111112,0.106055555555556,0.0247222222222222,0.0198888888888886
"230800",0.0129444444444442,0.00127777777777767,0.00677777777777778,0.594555555555555
"781703",0.733777777777779,0.0102777777777776,0.153333333333333,0.0100555555555555
"180799",0.963666666666666,0.999166666666667,0.9805,0.998944444444444
"660582",0.910388888888889,0.999944444444444,0.999888888888889,1
"644488",0.982333333333334,0.937833333333333,0.876277777777778,0.0363333333333333
"194808",0.135,0.0206111111111113,0.576499999999999,0.23561111111111
"438418",0.637999999999999,0.00233333333333325,0.859222222222222,0.0146111111111111
"037048",0.495555555555555,0.346277777777777,0.66488888888889,0.0385555555555556
"835506",0.932,0.540388888888888,0.882222222222222,0.0692777777777778
"434679",0.995333333333333,0.997888888888889,0.999722222222222,1
"903973",0.751277777777777,0.8895,0.929611111111111,0.995777777777778
"511603",0.197833333333333,0.102388888888889,0.236,0.9705
"864389",0.0550000000000002,0.0246111111111111,0.668444444444443,0.00411111111111109
"185934",0.966777777777777,0.960777777777778,0.999388888888889,0.996055555555556
"145494",0.970611111111111,0.00866666666666671,0.9685,0.0579444444444442
"805187",0.914222222222223,0.131111111111112,0.997222222222222,0.9955
"575841",0.994611111111111,0.996944444444444,0.999777777777778,0.987888888888889
"375846",0.0113888888888892,0.00311111111111114,0.0135555555555556,0.0124444444444446
"104795",0.953500000000001,0.997277777777778,0.958166666666667,0.988388888888889
"589194",0.971944444444444,0.0718888888888887,0.963277777777778,0.0973888888888889
"522169",0.9555,0.0851111111111113,0.898555555555555,0.208666666666667
"729026",0.0381111111111117,0.00205555555555548,0.00583333333333331,0.755277777777778
"481397",0.896388888888889,0.355333333333333,0.864277777777778,0.293833333333331
"579779",0.954222222222222,0.990166666666666,0.972277777777777,0.619333333333335
"920699",0.934666666666667,0.998166666666667,0.999944444444444,0.997944444444445
"631612",0.577388888888888,0.712111111111111,0.0292777777777772,0.0283333333333332
"469756",0.172388888888889,0.118444444444445,0.00411111111111103,0.9405
"398808",0.970388888888889,0.999944444444444,0.999944444444444,1
"417087",0.983555555555556,0.962833333333333,0.999777777777778,0.976444444444444
"859916",0.305166666666667,0.00477777777777769,0.0528333333333334,0.258722222222222
"144470",0.994222222222222,0.999388888888889,0.999944444444444,0.999944444444444
"545511",0.930944444444444,0.00550000000000013,0.965944444444444,0.593777777777779
"774391",0.977333333333333,0.0366111111111114,0.990277777777778,0.806444444444445
"429128",0.029777777777778,0.00577777777777789,0.0176111111111107,0.0333888888888891
"352599",0.4335,0.987388888888889,0.606500000000001,0.987333333333334
"258786",0.955666666666667,0.996055555555556,0.942,0.0303888888888889
"630237",0.993666666666667,0.961388888888889,0.987666666666667,0.906499999999999
"141823",0.456888888888888,0.0332777777777777,0.789555555555556,0.0131111111111111
"766300",0.028277777777778,0.00211111111111117,0.0102777777777778,0.419722222222222
"208402",0.00066666666666669,0.0403333333333338,0.00850000000000005,0.231444444444445
"382777",0.423888888888892,0.978611111111111,0.982277777777778,0.984611111111112
"803833",0.9915,0.998277777777778,0.970388888888889,0.988611111111111
"267787",0.941777777777778,0.793444444444444,0.998444444444444,0.951611111111111
"141540",0.845111111111111,0.000722222222222214,0.925277777777778,0.00705555555555592
"742549",0.848944444444444,0.000777777777777787,0.932388888888889,0.00211111111111108
"530201",0.891944444444444,0.0123888888888886,0.9975,0.996222222222222
"080682",0.983555555555556,0.296388888888889,0.993444444444445,0.924777777777778
"419466",0.9785,0.00155555555555556,0.998666666666667,0.994833333333333
"701072",0.646277777777777,0.0145,0.86511111111111,0.115277777777778
"934527",0.0712222222222218,0.0511666666666665,0.00516666666666661,0.836888888888889
"755379",0.00488888888888884,0.0439999999999997,0.00894444444444443,0.25161111111111
"287010",0.925833333333334,0.998277777777778,0.998722222222222,0.966
"202277",0.889611111111111,0.00122222222222221,0.997611111111111,0.998666666666667
"661923",0.947944444444444,0.976611111111111,0.936277777777777,0.0550000000000002
"032712",0.951777777777778,0.796388888888889,0.997166666666667,0.997888888888889
"693746",0.378055555555556,0.107111111111113,0.0897777777777788,0.098111111111111
"849706",0.9715,0.00833333333333342,0.975277777777778,0.827666666666664
"328916",0.845833333333333,0.000777777777777779,0.934166666666667,0.317222222222223
"798486",0.993611111111111,0.9795,0.999888888888889,0.999777777777778
"718815",0.765666666666666,0.999888888888889,0.899388888888889,0.936944444444444
"163403",0.969388888888889,0.00100000000000008,0.967444444444444,0.0645000000000001
"960717",0.995055555555555,0.998833333333333,0.997888888888889,1
"441785",0.983166666666667,0.948777777777778,0.994722222222222,0.716722222222222
"068599",0.916555555555556,0.964888888888889,0.997944444444445,0.960833333333333
"162075",0.939666666666666,0.131777777777778,0.972444444444444,0.956555555555556
"814747",0.994777777777778,0.988444444444444,0.995944444444444,0.999055555555556
"505129",0.979222222222222,0.883611111111111,0.991222222222222,0.976333333333334
"803503",0.955555555555555,0.490333333333333,0.974777777777778,0.454611111111112
"369714",0.994222222222222,0.996611111111111,0.999888888888889,0.999277777777778
"396911",0.912722222222223,0.0320555555555556,0.921555555555555,0.0977222222222216
"030380",0.995111111111111,0.999,0.999777777777778,0.999333333333333
"859502",0.464000000000001,0.938666666666667,0.998,0.999888888888889
