"","Theta","referent_units","partitioning_iterating","appropriateness","multiplicative_comparison"
"391313",0.482235105060599,0.999666666666667,0.976,0.333555555555557,0.5575
"078128",-0.943848505105662,0.339499999999999,0.0359444444444446,0.00161111111111117,0.669055555555553
"168942",0.515418501181017,0.999777777777778,0.998555555555556,0.361333333333332,0.814555555555556
"018938",-0.1967058984179,0.0148333333333334,0.966555555555556,0.00183333333333341,0.00105555555555557
"908691",-0.0309819819727077,0.420500000000001,0.968166666666667,0.0374999999999998,0.258111111111111
"299130",-0.375460945782279,0.911777777777777,0.0218888888888893,0.312944444444446,0.938111111111111
"782963",0.114272278136713,0.967333333333334,0.968888888888889,0.00372222222222199,0.980555555555556
"390509",0.74340169314842,0.999,0.993055555555556,0.581722222222221,0.589944444444445
"771298",-0.953251744588304,0.306055555555556,0.069222222222222,0.000777777777777723,0.377555555555556
"755099",-1.00338193714634,0.0924999999999999,0.104666666666667,0.000555555555555529,0.465055555555555
"502653",-0.159507856870023,0.0977222222222218,0.446055555555556,0.523444444444445,0.00272222222222219
"484825",-0.526975478888235,0.507500000000001,0.392944444444443,0.0191111111111108,0.647666666666667
"576336",-0.641544717916471,0.854444444444445,0.00238888888888884,0.134222222222223,0.000944444444444468
"065306",1.03633710847913,0.856666666666667,0.961944444444446,0.929611111111109,0.984111111111111
"964616",0.535667581664599,0.0136111111111113,0.9905,0.721222222222221,0.716444444444445
"104943",1.03728436487613,0.753277777777778,0.999,0.932833333333333,0.974722222222222
"896032",0.473402732514617,0.741333333333334,0.752666666666665,0.601500000000001,0.439444444444443
"884121",-0.590016267080186,0.0375555555555556,0.552333333333331,0.00155555555555556,0.313388888888889
"692652",-1.07959456767948,0.152444444444444,0.00205555555555545,0.000666666666666679,0.444
"479593",0.946708965314449,0.995833333333333,0.987944444444444,0.777499999999998,0.9905
"918964",0.67360150689705,0.941888888888889,0.994111111111111,0.526777777777777,0.991
"408367",0.245867934034069,0.504500000000001,0.982388888888889,0.252222222222224,0.774722222222222
"255753",0.0986532546763213,0.738944444444444,0.853888888888889,0.158555555555556,0.910555555555556
"037300",-0.879458537891329,0.206277777777777,0.0733888888888898,0.0934999999999972,0.418111111111112
"143070",0.399542326847316,0.0806666666666674,0.989666666666667,0.555055555555556,0.679777777777776
"089635",-0.830303890973561,0.699222222222221,0.0177222222222223,0.000222222222222224,0.207055555555555
"895635",0.955297367974635,0.999722222222222,0.999944444444444,0.761944444444446,0.997888888888889
"607593",-1.14458243932693,0.0104999999999997,0.00322222222222232,0.000111111111111118,0.510611111111111
"775192",0.437422584541368,0.995722222222223,0.983944444444444,0.322611111111112,0.000277777777777765
"206708",1.14924444400772,1,0.999944444444444,0.957388888888889,0.992777777777778
"785602",1.06206850568239,0.991888888888889,0.998777777777778,0.889222222222222,0.567
"793637",1.11790595880701,0.999888888888889,1,0.953555555555555,0.0046111111111111
"899227",1.07446253824617,0.933666666666666,0.998888888888889,0.946944444444443,0.0246666666666667
"368669",0.254021686785387,1,0.882777777777779,0.196666666666667,0.996444444444445
"668961",0.0100727361734377,0.880833333333333,0.304666666666668,0.458333333333331,0.877111111111111
"419692",0.0470452370861764,0.481055555555555,0.831833333333332,0.241499999999999,0.00116666666666667
"890966",0.363109436429457,0.0351666666666665,0.987611111111111,0.539277777777776,0.699555555555556
"261260",-0.818534140200385,0.748444444444444,0.00577777777777776,0.00366666666666667,0.00100000000000009
"864393",-0.34555306082949,0.675944444444444,0.262055555555554,0.25472222222222,0.538111111111111
"764921",0.261684632958911,0.682111111111111,0.998,0.228555555555554,0.536777777777778
"802858",-0.588492699217391,0.964833333333333,0.122722222222222,0.0132777777777775,0.672222222222222
"640434",-0.734174810526469,0.955444444444444,0.000555555555555492,0.000111111111111125,0.00950000000000034
"662485",1.08223079839615,1,0.999944444444444,0.894055555555557,0.998166666666667
"027008",-0.895419399911353,0.394000000000001,0.0822222222222228,0.000444444444444426,0.00644444444444459
"377802",0.978315248400421,0.990888888888888,0.999166666666667,0.803611111111112,0.561
"982440",-0.131582558128471,0.996777777777778,0.678388888888888,0.00388888888888874,0.927111111111111
"193574",-0.0263744030620856,0.994555555555556,0.657777777777776,0.106944444444443,0.987111111111111
"597757",0.481100925946929,0.999888888888889,0.998833333333333,0.332666666666665,0.821833333333333
"877036",-0.370968235080738,0.0596111111111117,0.694555555555557,0.0937222222222218,0.0104444444444444
"968933",0.208442885285922,0.0119444444444446,0.881111111111112,0.491499999999999,0.695111111111112
"497579",1.15472529834095,0.993111111111111,0.999166666666667,0.958777777777778,0.949777777777778
"012527",-1.11749237676381,0.00927777777777772,0.00294444444444442,0.0200000000000002,0.512166666666667
"462353",0.533966807005819,0.118222222222222,0.867944444444444,0.802555555555554,0.2395
"086845",-1.0873518259663,0.161333333333335,0.00333333333333331,0.0038888888888889,0.00433333333333336
"149344",-0.627731489337185,0.699111111111112,0.221444444444445,0.00922222222222262,0.00227777777777778
"200558",0.567276087113948,0.808833333333333,0.810666666666667,0.645833333333334,0.780333333333333
"765272",0.788688593197502,1,0.999833333333333,0.60622222222222,0.997888888888889
"845818",-0.534221845844788,0.913055555555554,0.245388888888889,0.00233333333333326,0.00177777777777772
"675645",-0.443779190278032,0.302666666666666,0.608777777777779,0.0025555555555556,0.323388888888889
"597645",0.773470667960227,0.999888888888889,0.999833333333333,0.595499999999999,0.997555555555556
"200397",-1.03473413132307,0.2145,0.00222222222222226,0.000111111111111123,0.416388888888889
"706347",-0.105465338662357,0.0415000000000007,0.912722222222223,0.126888888888889,0.846055555555556
"211985",-0.67337076250116,0.365555555555557,0.146277777777774,0.162333333333333,0.514166666666666
"996361",-0.633214938595634,0.971333333333333,0.00355555555555542,0.0670555555555558,0.649944444444445
"340251",-0.203572047961284,0.00583333333333331,0.666833333333333,0.312999999999999,0.286222222222223
"968549",0.43128345398112,0.8005,0.906611111111111,0.461722222222223,0.124833333333332
"787393",1.10048795617555,0.988555555555556,0.999222222222222,0.901833333333333,0.990055555555556
"817770",0.91431180540273,0.994222222222222,0.999944444444444,0.772055555555556,0.000833333333333348
"566632",0.988767744643276,0.999222222222222,0.886277777777778,0.901222222222224,0.991333333333333
"564266",0.648032628751502,0.0227777777777779,0.957833333333333,0.8515,0.730277777777777
"305317",0.22716096599484,0.769277777777777,0.469055555555556,0.636555555555554,0.00622222222222229
"799658",0.935183756816569,1,0.981611111111111,0.785000000000002,0.992
"916621",-1.07035301776409,0.0987777777777778,0.057611111111111,0.00200000000000005,0.00494444444444433
"435745",-0.425522146870537,0.187166666666666,0.712055555555557,0.00105555555555557,0.0032777777777777
"294893",0.988158151071482,0.999944444444444,0.991055555555556,0.809333333333332,0.992888888888889
"361250",1.04773506837266,0.998055555555555,0.998333333333333,0.889555555555556,0.158277777777778
"504164",0.533537715287237,0.829944444444445,0.885722222222223,0.537444444444443,0.285333333333333
"839429",-0.817968767687705,0.0364444444444442,0.0161666666666665,0.245388888888888,0.505666666666666
"474502",0.777610524977599,0.295611111111111,0.990611111111111,0.886333333333334,0.211222222222222
"528077",0.790445760310941,0.684666666666665,0.956166666666666,0.793999999999998,0.00172222222222223
"778764",-0.475269191580508,0.676777777777778,0.185166666666667,0.196277777777777,0.610666666666669
"811695",-0.488767546245656,0.240277777777778,0.596777777777777,0.000277777777777764,0.00749999999999997
"266671",0.961993890378145,0.999722222222222,0.996444444444445,0.772388888888892,0.948722222222222
"059076",0.272362820734172,0.988222222222222,0.9965,0.149833333333333,0.000222222222222213
"704263",-0.139102560857843,0.106555555555554,0.977833333333334,0.0224999999999996,0.643555555555555
"058030",0.122171277173636,0.865555555555556,0.940333333333333,0.0663333333333337,0.898444444444445
"620918",-0.521634497430026,0.0332777777777776,0.649555555555555,0.00216666666666667,0.0040000000000001
"468828",0.675659582063246,0.0076666666666667,0.982833333333333,0.86438888888889,0.8935
"928326",-1.04473463418993,0.0500555555555554,0.108055555555557,0.000222222222222246,0.00444444444444455
"410474",0.903683855665372,0.950777777777778,0.980444444444445,0.756277777777778,0.992555555555556
"908475",-1.02448501170862,0.0645555555555556,0.00933333333333314,0.066111111111111,0.531
"822363",-0.19761584008452,0.480222222222222,0.425444444444444,0.352888888888889,0.660722222222222
"874628",-0.424394804104437,0.0627777777777779,0.556944444444445,0.174333333333332,0.00311111111111114
"718327",0.148346973451394,0.9965,0.993888888888889,0.0032777777777777,0.943222222222223
"699320",-0.390328231626146,0.372777777777778,0.577000000000001,0.0517777777777783,0.219944444444445
"920077",0.57288544058004,0.0865555555555552,0.972444444444444,0.737444444444445,0.853888888888889
"304340",0.405786236866374,0.885888888888889,0.507777777777778,0.704500000000001,0.0006666666666667
"901492",-0.984466872954133,0.100388888888889,0.130333333333333,0.00966666666666646,0.00433333333333336
"560286",0.173019979369355,0.645611111111109,0.720166666666664,0.374611111111114,0.786888888888893
"735104",-0.845739571211526,0.516222222222221,0.00605555555555565,0.051444444444446,0.75811111111111
"113765",0.369424227468462,0.0808333333333339,0.877555555555555,0.647277777777777,0.0012777777777778
"408821",0.678782138339072,0.032333333333333,0.978555555555555,0.862000000000001,0.879722222222222
"653962",-0.473740589813515,0.931055555555556,0.0962777777777774,0.1715,0.000611111111111105
"023192",0.90324211919982,0.999388888888889,0.988722222222222,0.76277777777778,0.0145555555555556
"962521",-0.983228473778042,0.116888888888887,0.0813888888888886,0.0202777777777776,0.507555555555556
"902405",-0.833128899484479,0.597166666666667,0.0258333333333335,0.0322222222222216,0.2475
"354885",-0.241118002741757,0.470888888888889,0.345333333333334,0.389722222222223,0.00277777777777778
"495430",1.1371287106757,0.991888888888889,0.999944444444444,0.955333333333333,0.948666666666667
"000809",0.921930763107076,1,0.999833333333333,0.743500000000001,0.998055555555555
"415602",-0.673070339417663,0.981,0.0523333333333335,0.000388888888888871,0.0106666666666667
"388340",0.22739057982357,0.998833333333333,0.993111111111111,0.0885555555555551,0.943
"028196",1.02266555382645,1,1,0.818611111111112,0.941333333333334
"296052",0.738285120758705,0.144166666666668,0.994833333333333,0.879277777777778,0.748611111111112
"849678",-0.396305337593386,0.433444444444442,0.365444444444442,0.186611111111111,0.704611111111111
"422936",-0.659639940028377,0.215111111111111,0.0168888888888888,0.315166666666665,0.549166666666666
"727608",-1.01265805669164,0.194611111111112,0.00816666666666673,0.0660555555555555,0.00394444444444438
"303087",1.13903692761585,1,1,0.953166666666666,0.998277777777778
"790122",1.00825237864997,0.995555555555556,0.887222222222224,0.911222222222223,0.922055555555556
"942496",-1.02777061879966,0.0957222222222227,0.00661111111111081,0.0585555555555542,0.535777777777777
"512733",-0.482929874062562,0.915666666666667,0.0408333333333341,0.193277777777776,0.654055555555556
"982458",-0.11884110201446,0.999944444444444,0.0100555555555556,0.52777777777778,0.981777777777778
"658407",-0.0973264376362769,0.296666666666667,0.979222222222222,0.00455555555555566,0.00266666666666675
"832062",1.04093352727468,0.996444444444445,0.998944444444444,0.89038888888889,0.016
"092128",1.06821270697373,0.828611111111111,0.999444444444444,0.942666666666667,0.830555555555555
"500170",-1.06765882854925,0.0987777777777784,0.0575000000000001,0.00250000000000003,0.0051666666666667
"055621",1.12660388706575,1,0.999333333333333,0.950722222222222,0.974277777777778
"851005",-0.161307161843241,0.588777777777779,0.58683333333333,0.214666666666667,0.231277777777777
"342329",0.977392649440271,0.998777777777778,0.955833333333334,0.804388888888889,0.932166666666666
"926732",0.189371429411741,0.999611111111111,0.999833333333333,0.0293888888888891,0.992833333333333
"260546",0.73828612023332,0.999833333333333,0.969444444444445,0.589777777777774,0.997666666666667
"375080",1.09067107158259,1,1,0.899055555555555,0.997944444444445
"284683",0.0393910433905524,0.747166666666667,0.987944444444444,0.00105555555555566,0.0121111111111113
"231497",-0.343721885009822,0.588666666666666,0.603111111111111,0.0115000000000001,0.547388888888888
"850252",-0.953797230258563,0.263,0.00383333333333335,0.0616666666666661,0.401333333333333
"042834",-0.184225250749719,0.730111111111111,0.747333333333334,0.00599999999999986,0.00927777777777776
"795772",0.595296676796898,0.999111111111111,0.997222222222222,0.429055555555558,0.992944444444445
"285018",0.72062454622317,0.989555555555556,0.659777777777779,0.813666666666666,0.973111111111111
"327825",0.474925929713476,0.999722222222222,0.44988888888889,0.735722222222222,0.980555555555555
"641188",0.58496171090195,0.999555555555556,0.905944444444445,0.49511111111111,0.803888888888889
"732401",-1.0318302349986,0.2245,0.00261111111111106,0.00100000000000006,0.548333333333333
"431190",-0.7369993407684,0.391111111111111,0.00805555555555548,0.189333333333333,0.569277777777778
"938445",-0.643586772065088,0.964555555555555,0.0193888888888894,0.0682777777777775,0.000611111111111105
"442825",-1.04740244603272,0.272222222222222,0.00288888888888884,0.000166666666666679,0.00416666666666677
"451570",0.0838639647123065,0.851000000000001,0.992055555555555,0.00333333333333346,0.00861111111111112
"399617",-0.349858431923895,0.706500000000001,0.235222222222223,0.254944444444443,0.155444444444444
"913210",-0.977551757606167,0.299666666666666,0.0292222222222224,5.55555555555583e-05,0.372444444444444
"888162",1.0085974125904,0.934666666666667,0.941277777777778,0.919111111111111,0.0314444444444443
"042995",-1.00555119613195,0.120222222222222,0.0629999999999983,0.0253888888888892,0.533333333333333
"914586",-0.811035143502284,0.0638333333333331,0.110666666666667,0.1815,0.452722222222223
"700504",0.775191223711357,0.803944444444445,0.977722222222222,0.714000000000001,0.00105555555555557
"811903",1.17887605686315,1,1,0.963888888888889,0.997944444444445
"393839",0.099544737659149,0.0111666666666669,0.992944444444445,0.265388888888889,0.888722222222222
"780179",-0.0549289492349369,0.232777777777778,0.94861111111111,0.0761111111111114,0.334444444444445
"813998",0.774903829061115,1,0.997777777777778,0.599444444444442,0.556111111111109
"359156",0.958171954492483,1,0.999722222222222,0.785888888888888,0.973888888888889
"172365",0.064163338348713,0.0452222222222225,0.993888888888889,0.205388888888888,0.874055555555555
"623980",-0.703949315517068,0.827666666666667,0.0990000000000001,0.000722222222222228,0.000888888888888913
"385501",-0.857797417217857,0.0405555555555556,0.246611111111112,0.000166666666666678,0.6175
"062708",-0.98054879401236,0.267,0.0352222222222221,0.000277777777777761,0.550555555555556
"047925",0.51720159099144,0.272222222222221,0.806888888888887,0.779333333333335,0.845388888888889
"801336",-0.197748621455073,0.0391666666666668,0.949833333333333,0.00138888888888872,0.679888888888888
"404542",0.946407329953351,0.998666666666667,0.998888888888889,0.778999999999999,0.993
"598460",-0.681397043707689,0.869055555555556,0.0275555555555559,0.0298888888888892,0.918611111111111
"137047",-0.274837658384289,0.266388888888889,0.299500000000003,0.471777777777774,0.00305555555555569
"029425",1.09824541787516,0.992388888888889,0.999833333333333,0.898611111111112,0.950166666666667
"588896",-0.190878587828783,0.0486111111111114,0.909111111111111,0.00850000000000012,0.836055555555556
"268193",0.708982998792136,0.998555555555555,0.998444444444444,0.535333333333333,0.912055555555557
"332855",0.0694758986913847,0.172333333333334,0.994111111111111,0.174111111111112,0.807777777777778
"507694",0.158242713009973,0.994722222222222,0.956555555555555,0.0361111111111109,0.925
"711409",0.509758576853608,0.999944444444444,0.989555555555556,0.356111111111111,0.997444444444444
"671864",0.822077711376947,0.963666666666667,0.919999999999999,0.732222222222223,0.827388888888888
"163956",0.817937916724191,0.896444444444444,0.78283333333333,0.852944444444447,0.885277777777777
"246480",-0.268529092673136,0.780944444444445,0.260722222222218,0.287222222222219,0.667111111111111
"078675",0.965513815109983,0.626166666666667,0.991833333333333,0.922222222222223,0.238888888888889
"126493",-0.832241535286092,0.191666666666666,0.112,0.126166666666667,0.421277777777778
"730963",-0.941765795175112,0.107722222222223,0.139833333333334,0.034833333333333,0.00427777777777777
"292566",1.1525790526686,1,1,0.960222222222222,0.993277777777778
"147477",1.00516515496391,0.998666666666667,0.999777777777778,0.8035,0.945277777777778
"374977",-0.807657978169831,0.596944444444444,0.0508333333333333,0.000611111111111105,0.8
"091914",0.917690981113278,0.980722222222222,0.997888888888889,0.766,0.0535555555555558
"220158",0.0209565669089761,0.0591111111111111,0.756277777777778,0.413444444444444,0.453222222222222
